Input.image_url,Instruction Category,Image,Dense Caption,instruction,GPT4 Output,GPT4 Input
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/937_okvqa_coco_val2014_000000488377.jpg,okvqa,,"In a deep blue ocean, a surfer in a wet suit is at the crest of a wave, with his surfboard angled up at an almost 90º angle from the water. The surfer is leaning forward as well as slightly bending downwards.",Answer the following question based on the provided image: What is this surf trick called?,The surf trick is not specified in the description.,"Consider an image depicted by: ""In a deep blue ocean, a surfer in a wet suit is at the crest of a wave, with his surfboard angled up at an almost 90º angle from the water. The surfer is leaning forward as well as slightly bending downwards."". 
Now, answer the following question concisely: ""Answer the following question based on the provided image: What is this surf trick called?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/938_okvqa_coco_val2014_000000514468.jpg,okvqa,,"There is a man in black body shorts and a blue body shirt on a white surfboard in the middle of a calm, green-tinted ocean.",Answer the following question based on the provided image: What is the name of the board he is on?,white surfboard,"Consider an image depicted by: ""There is a man in black body shorts and a blue body shirt on a white surfboard in the middle of a calm, green-tinted ocean."". 
Now, answer the following question concisely: ""Answer the following question based on the provided image: What is the name of the board he is on?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/939_okvqa_coco_val2014_000000380459.jpg,okvqa,,A cracker with vanilla frosting and a chocolate syrup,Answer the following question based on the provided image: What flavor is this pastry?,The pastry is vanilla flavored with chocolate syrup.,"Consider an image depicted by: ""A cracker with vanilla frosting and a chocolate syrup"". 
Now, answer the following question concisely: ""Answer the following question based on the provided image: What flavor is this pastry?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/940_gqa_n317189.jpg,gqa,,"A skier is wearing a green jacket, burgundy pants, white shoes, white gloves, and a gray beanie. There are people sitting on the background with their snowboards.",Answer the following question based on the provided image: Are the trousers the same color as the shoes?,"No, the trousers are burgundy, and the shoes are white.","Consider an image depicted by: ""A skier is wearing a green jacket, burgundy pants, white shoes, white gloves, and a gray beanie. There are people sitting on the background with their snowboards."". 
Now, answer the following question concisely: ""Answer the following question based on the provided image: Are the trousers the same color as the shoes?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/941_gqa_n279581.jpg,gqa,,A batter is holding what appears to be a wooden bat near home plate. He is posed to swing the bat as the pitcher throws the ball. The catcher and umpire are also visible. The batter and catcher both have white and red unforms while the umpire is dressed in dark grey and black. The bat is not shiny or metallic but has a light brown color.,Answer the following question based on the provided image: What is the bat made of?,The bat appears to be made of wood.,"Consider an image depicted by: ""A batter is holding what appears to be a wooden bat near home plate. He is posed to swing the bat as the pitcher throws the ball. The catcher and umpire are also visible. The batter and catcher both have white and red unforms while the umpire is dressed in dark grey and black. The bat is not shiny or metallic but has a light brown color."". 
Now, answer the following question concisely: ""Answer the following question based on the provided image: What is the bat made of?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/942_gqa_n184385.jpg,gqa,,A cutting board with sliced potatoes and two raw carrots on a stove in front of metal pots and a metal spoon.,Answer the following question based on the provided image: Which color do you think is the pot to the left of the spoon?,The image description does not provide information about the color of the pot.,"Consider an image depicted by: ""A cutting board with sliced potatoes and two raw carrots on a stove in front of metal pots and a metal spoon."". 
Now, answer the following question concisely: ""Answer the following question based on the provided image: Which color do you think is the pot to the left of the spoon?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/943_gqa_n168412.jpg,gqa,,Multiple brown and black horses are galloping up a small hill with vegetation during the daytime.,Answer the following question based on the provided image: Do you think the horse is walking?,"No, the horses are galloping.","Consider an image depicted by: ""Multiple brown and black horses are galloping up a small hill with vegetation during the daytime."". 
Now, answer the following question concisely: ""Answer the following question based on the provided image: Do you think the horse is walking?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/944_gqa_n234683.jpg,gqa,,"A man wearing a black blazer, teal dress shirt, and teal tie is swiping through an electronic device held in his right hand.",Answer the following question based on the provided image: Is there a phone in the picture?,"Yes, the electronic device held in his right hand is likely a phone.","Consider an image depicted by: ""A man wearing a black blazer, teal dress shirt, and teal tie is swiping through an electronic device held in his right hand."". 
Now, answer the following question concisely: ""Answer the following question based on the provided image: Is there a phone in the picture?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/946_gqa_n500308.jpg,gqa,,"A metal refrigerator with a glass front window is brightly lit from the inside, showing 7 shelves, the majority of which are filled to capacity with empty glass canning bottles.",Answer the following question based on the provided image: What is the refrigerator made of?,The refrigerator is made of metal.,"Consider an image depicted by: ""A metal refrigerator with a glass front window is brightly lit from the inside, showing 7 shelves, the majority of which are filled to capacity with empty glass canning bottles."". 
Now, answer the following question concisely: ""Answer the following question based on the provided image: What is the refrigerator made of?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/947_gqa_n398257.jpg,gqa,,"This is a home office space. There is a desk with a computer monitor located against the far wall. The desk has a a white keyword, mouse and iPod sitting on top of it, along with some small knickknacks. The far wall has framed pictures hanging and a floating bookshelf stocked with books. To the right of the desk is a potted plant and a pillow laying on the wooden floor. In the center of the room is a red and green striped area rug. A black chair with wheels is pushed into the desk and has a brown jacket hanging from the back of the chair.",Answer the following question based on the provided image: Do you see any pillows or papers?,"Yes, there is a pillow on the wooden floor to the right of the desk. No mention of papers.","Consider an image depicted by: ""This is a home office space. There is a desk with a computer monitor located against the far wall. The desk has a a white keyword, mouse and iPod sitting on top of it, along with some small knickknacks. The far wall has framed pictures hanging and a floating bookshelf stocked with books. To the right of the desk is a potted plant and a pillow laying on the wooden floor. In the center of the room is a red and green striped area rug. A black chair with wheels is pushed into the desk and has a brown jacket hanging from the back of the chair."". 
Now, answer the following question concisely: ""Answer the following question based on the provided image: Do you see any pillows or papers?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/949_gqa_n554880.jpg,gqa,,"A man and a woman are standing in the snow, with snow boards on the ground. The man is all in black with a white helmet, and the woman has on orange snow pants and a heavy blue winter coat, wearing white gloves and a blue helmet. Both have googles on. The landscape behind them is covered in snow, with powerlines leading to a small metal silo, which has a large blue banner with white text reading ""Jersey Cream"".",Answer the following question based on the provided image: What kind of furniture is to the left of the man?,There is no information about furniture in the provided image description.,"Consider an image depicted by: ""A man and a woman are standing in the snow, with snow boards on the ground. The man is all in black with a white helmet, and the woman has on orange snow pants and a heavy blue winter coat, wearing white gloves and a blue helmet. Both have googles on. The landscape behind them is covered in snow, with powerlines leading to a small metal silo, which has a large blue banner with white text reading ""Jersey Cream""."". 
Now, answer the following question concisely: ""Answer the following question based on the provided image: What kind of furniture is to the left of the man?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/950_vizwiz_val_00000183.jpg,vizwiz,,"A white card is photographed on a wooden table. The flash from the camera has obscured the white card and made it impossible to read, but small black marks appear to be writing on the right side of the card. No photo is visible.",Answer the following question based on the provided image: Is there text or any identifying identification on this side of the card?,"Yes, there are small black marks appearing to be writing on the right side of the card.","Consider an image depicted by: ""A white card is photographed on a wooden table. The flash from the camera has obscured the white card and made it impossible to read, but small black marks appear to be writing on the right side of the card. No photo is visible."". 
Now, answer the following question concisely: ""Answer the following question based on the provided image: Is there text or any identifying identification on this side of the card?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/951_vizwiz_val_00002084.jpg,vizwiz,,A red two door sedan,Answer the following question based on the provided image: What is this?,A red two-door sedan.,"Consider an image depicted by: ""A red two door sedan"". 
Now, answer the following question concisely: ""Answer the following question based on the provided image: What is this?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/952_vizwiz_val_00001581.jpg,vizwiz,,"A bottle is placed on a wooden table. The label reads: ""Jarrow Formulas. Reduced From Co-Q10. Ubiquinal QH-absorb. High Absorbtion / Enchanced Stability. Larger Size! 200mg, 60 Softgells. Dietary Supplement."" The label has a black background, green border, and white, orange, and green text with various fonts and sizes.",Answer the following question based on the provided image: What is in this bottle?,"The bottle contains Jarrow Formulas Reduced From Co-Q10 Ubiquinol QH-absorb, a dietary supplement with 200mg, 60 softgels.","Consider an image depicted by: ""A bottle is placed on a wooden table. The label reads: ""Jarrow Formulas. Reduced From Co-Q10. Ubiquinal QH-absorb. High Absorbtion / Enchanced Stability. Larger Size! 200mg, 60 Softgells. Dietary Supplement."" The label has a black background, green border, and white, orange, and green text with various fonts and sizes."". 
Now, answer the following question concisely: ""Answer the following question based on the provided image: What is in this bottle?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/953_vizwiz_val_00001376.jpg,vizwiz,,"A colorful cartoon-filled book cover is shown on a wooden table. The text reads: ""TOM GATES Everything's Amazing (sort of) by L. Pichen."" The upper right hand corner also has an error with the text ""Winner of the Roald Dahl Funny Prize 2011."" There are monsters, arrows, stars, and other cartoon shapes in bright colors. The background color is mostly yellow.",Answer the following question based on the provided image: What is this book called?,"The book is called ""TOM GATES Everything's Amazing (sort of) by L. Pichen.""","Consider an image depicted by: ""A colorful cartoon-filled book cover is shown on a wooden table. The text reads: ""TOM GATES Everything's Amazing (sort of) by L. Pichen."" The upper right hand corner also has an error with the text ""Winner of the Roald Dahl Funny Prize 2011."" There are monsters, arrows, stars, and other cartoon shapes in bright colors. The background color is mostly yellow."". 
Now, answer the following question concisely: ""Answer the following question based on the provided image: What is this book called?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/954_vizwiz_val_00001672.jpg,vizwiz,,"A blurry package of Jelly Belly jellybeans is shown. The package reads ""SUGAR-FREE ASSORTED FLAVORS, NATURALLY AND ARTIFICALLY FLAVORED."" A Splenda logo is shown in the bottom right hand corner of the package. Yellow, pink, green, purple, red, and orange jellybeans are visible through the clear packaging window.",Answer the following question based on the provided image: What flavors of jelly beans are in the package?,"The package contains assorted flavors of sugar-free jelly beans, including yellow, pink, green, purple, red, and orange.","Consider an image depicted by: ""A blurry package of Jelly Belly jellybeans is shown. The package reads ""SUGAR-FREE ASSORTED FLAVORS, NATURALLY AND ARTIFICALLY FLAVORED."" A Splenda logo is shown in the bottom right hand corner of the package. Yellow, pink, green, purple, red, and orange jellybeans are visible through the clear packaging window."". 
Now, answer the following question concisely: ""Answer the following question based on the provided image: What flavors of jelly beans are in the package?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/955_vizwiz_val_00002775.jpg,vizwiz,,"There is a page from a calendar here, with the word January in a white font on a green strip. Above it is shown a very plump red golden pheasant, staring off to the left with wide eyes and slightly ruffled feathers.",Answer the following question based on the provided image: What kind of bird is this?,The bird is a red golden pheasant.,"Consider an image depicted by: ""There is a page from a calendar here, with the word January in a white font on a green strip. Above it is shown a very plump red golden pheasant, staring off to the left with wide eyes and slightly ruffled feathers."". 
Now, answer the following question concisely: ""Answer the following question based on the provided image: What kind of bird is this?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/956_vizwiz_val_00003807.jpg,vizwiz,,"There is a picture of a very large blue calculator, with its keys having large numbers as well as various functions, such as SIN, COS, TAN, LOG, LN, and the standard division, multiplication, subtraction, and addition.  There are additional buttons that aren't related to calculations, like UP, DN, and a picture of a head with three sound waves coming from the mouth.",Answer the following question based on the provided image: What is this?,"This is an image of a large blue calculator with various mathematical functions and additional buttons like UP, DN, and a speaker symbol.","Consider an image depicted by: ""There is a picture of a very large blue calculator, with its keys having large numbers as well as various functions, such as SIN, COS, TAN, LOG, LN, and the standard division, multiplication, subtraction, and addition.  There are additional buttons that aren't related to calculations, like UP, DN, and a picture of a head with three sound waves coming from the mouth."". 
Now, answer the following question concisely: ""Answer the following question based on the provided image: What is this?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/957_vizwiz_val_00002467.jpg,vizwiz,,"A blurry photo of the back label of a white bottle is shown. Much of the text is unreadable, but some visible words say ""Conditioning Glass Cleaner"", ""CAUTION- EYE IRRITANT"", ""KEEP OUT OF REACH OF CHILDREN"", ""Item # 84"", and RUTLAND in bright red with a brand logo. A barcode and directions are also visible.",Answer the following question based on the provided image: What is in the bottle?,Conditioning Glass Cleaner,"Consider an image depicted by: ""A blurry photo of the back label of a white bottle is shown. Much of the text is unreadable, but some visible words say ""Conditioning Glass Cleaner"", ""CAUTION- EYE IRRITANT"", ""KEEP OUT OF REACH OF CHILDREN"", ""Item # 84"", and RUTLAND in bright red with a brand logo. A barcode and directions are also visible."". 
Now, answer the following question concisely: ""Answer the following question based on the provided image: What is in the bottle?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/958_vizwiz_val_00006115.jpg,vizwiz,,"A person holds a purple reusable cup in their left hand. Their palm and fingers are visible through the see-through cup, which has a notecard and straw inside. The person is located in an office, near a window, with a large copier in the background.",Answer the following question based on the provided image: Which hand of the person holds the purple bottle?,The person holds the purple reusable cup in their left hand.,"Consider an image depicted by: ""A person holds a purple reusable cup in their left hand. Their palm and fingers are visible through the see-through cup, which has a notecard and straw inside. The person is located in an office, near a window, with a large copier in the background."". 
Now, answer the following question concisely: ""Answer the following question based on the provided image: Which hand of the person holds the purple bottle?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/959_vizwiz_val_00005906.jpg,vizwiz,,"A red notebook lays on the carpeted ground next to a person's feet. The red notebook has a white barcode in the upper left corner, and a white logo in the upper right corner. The bottom right corner reads ""120 sheets, 3 subjects, college-ruled.""",Answer the following question based on the provided image: What is the location of the barcode on the notebook?,The location of the barcode on the notebook is in the upper left corner.,"Consider an image depicted by: ""A red notebook lays on the carpeted ground next to a person's feet. The red notebook has a white barcode in the upper left corner, and a white logo in the upper right corner. The bottom right corner reads ""120 sheets, 3 subjects, college-ruled."""". 
Now, answer the following question concisely: ""Answer the following question based on the provided image: What is the location of the barcode on the notebook?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/960_harmful_memes_1.png,harmful_memes,,"There is an image of two men, one white, one black, with bulging muslces. The black man has on a grey shirt, while the white man's is red. There is a dark grey cloud background, and nothing but the men's torsos are seen. Their hands and arms are entwined, giving the impression they are arm wrestling. On the white man's bicep is the phrase, ""trump is not my president"" and on the black man's bicep is written ""wear a mask selfish freedom lover!"".  Where their hands join are the words, ""Folks programmed by the media"".","This task emphasizes detecting which entities are glorified, vilified or victimized, within a meme. Assuming the frame of reference as the meme author's perspective, the objective is to classify for a given pair of a meme and an entity, whether the entity is being referenced as Hero, Villian, Victim or Other, within that meme. For the given meme, what is the semantic role of the 'media'?",Villain,"Consider an image depicted by: ""There is an image of two men, one white, one black, with bulging muslces. The black man has on a grey shirt, while the white man's is red. There is a dark grey cloud background, and nothing but the men's torsos are seen. Their hands and arms are entwined, giving the impression they are arm wrestling. On the white man's bicep is the phrase, ""trump is not my president"" and on the black man's bicep is written ""wear a mask selfish freedom lover!"".  Where their hands join are the words, ""Folks programmed by the media""."". 
Now, answer the following question concisely: ""This task emphasizes detecting which entities are glorified, vilified or victimized, within a meme. Assuming the frame of reference as the meme author's perspective, the objective is to classify for a given pair of a meme and an entity, whether the entity is being referenced as Hero, Villian, Victim or Other, within that meme. For the given meme, what is the semantic role of the 'media'?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/961_harmful_memes_2.png,harmful_memes,,"There is an image of an elderly man with white hair and a beard drinking from a white mug. He's sitting in front of a laptop.  The image is split into two frames, both showing the man, but in the top he's looking at the laptop, and in the bottom, he's looking towards the viewer of the image. There is a caption in each frame. The top one reads, ""THE CORONAVIRUS VACCINE WILL ELIMINATE CORONAVIRUS"" and on the bottom frame the caption says, ""JUST LIKE THE FLU VACCINE ELIMINATED THE FLU"".","This task emphasizes detecting which entities are glorified, vilified or victimized, within a meme. Assuming the frame of reference as the meme author's perspective, the objective is to classify for a given pair of a meme and an entity, whether the entity is being referenced as Hero, Villian, Victim or Other, within that meme. For the given meme, what is the semantic role of the 'coronavirus vaccine'?",The semantic role of the 'coronavirus vaccine' in the given meme is Other.,"Consider an image depicted by: ""There is an image of an elderly man with white hair and a beard drinking from a white mug. He's sitting in front of a laptop.  The image is split into two frames, both showing the man, but in the top he's looking at the laptop, and in the bottom, he's looking towards the viewer of the image. There is a caption in each frame. The top one reads, ""THE CORONAVIRUS VACCINE WILL ELIMINATE CORONAVIRUS"" and on the bottom frame the caption says, ""JUST LIKE THE FLU VACCINE ELIMINATED THE FLU""."". 
Now, answer the following question concisely: ""This task emphasizes detecting which entities are glorified, vilified or victimized, within a meme. Assuming the frame of reference as the meme author's perspective, the objective is to classify for a given pair of a meme and an entity, whether the entity is being referenced as Hero, Villian, Victim or Other, within that meme. For the given meme, what is the semantic role of the 'coronavirus vaccine'?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/962_harmful_memes_3.png,harmful_memes,,"There is an image of Kimberly Guilfoyle standing behind a podium, which has Biden/Harris 2020 in red text on a white background overlain on it.  Behind her are two American Stars and Stripes flags on flagpoles, and above the image in a large font there is the statement, ""Real Americans Support Biden/Harris!""","This task emphasizes detecting which entities are glorified, vilified or victimized, within a meme. Assuming the frame of reference as the meme author's perspective, the objective is to classify for a given pair of a meme and an entity, whether the entity is being referenced as Hero, Villian, Victim or Other, within that meme. For the given meme, what is the semantic role of the 'joe biden'?",Hero,"Consider an image depicted by: ""There is an image of Kimberly Guilfoyle standing behind a podium, which has Biden/Harris 2020 in red text on a white background overlain on it.  Behind her are two American Stars and Stripes flags on flagpoles, and above the image in a large font there is the statement, ""Real Americans Support Biden/Harris!"""". 
Now, answer the following question concisely: ""This task emphasizes detecting which entities are glorified, vilified or victimized, within a meme. Assuming the frame of reference as the meme author's perspective, the objective is to classify for a given pair of a meme and an entity, whether the entity is being referenced as Hero, Villian, Victim or Other, within that meme. For the given meme, what is the semantic role of the 'joe biden'?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/963_harmful_memes_4.png,harmful_memes,,"This is an image with alternating white and black strips, upon each which the image of President Trump has been superimposed, alternating between the right and left sides of the strip. In multi-colored text on each are long captions, which are, in order from top to bottom, as follows: ""TRUMP ON NORTH KOREA MURDERING AN AMERICAN STUDENT: ""Kim Jong-um denies it and I believe him."""", ""TRUMP ON SAUDI ARABIA MURDERING AN AMERICAN JOURNALIST: ""The Saudi Crown Prince denies it and I believe him."""", ""TRUMP ON RUSSIA ATTACKING OUR DEMOCRACY: ""Putin denies it and I believe him."", and the final caption is: ""TRUMP ON OUR INTELLIGENCE AGENCIES WHO SAY ALL OF THESE DICTATORS ARE LYING: ""Our intelligence is fake news and shouldn't be trusted!""","This task emphasizes detecting which entities are glorified, vilified or victimized, within a meme. Assuming the frame of reference as the meme author's perspective, the objective is to classify for a given pair of a meme and an entity, whether the entity is being referenced as Hero, Villian, Victim or Other, within that meme. For the given meme, what is the semantic role of the 'american journalist'?",Victim,"Consider an image depicted by: ""This is an image with alternating white and black strips, upon each which the image of President Trump has been superimposed, alternating between the right and left sides of the strip. In multi-colored text on each are long captions, which are, in order from top to bottom, as follows: ""TRUMP ON NORTH KOREA MURDERING AN AMERICAN STUDENT: ""Kim Jong-um denies it and I believe him."""", ""TRUMP ON SAUDI ARABIA MURDERING AN AMERICAN JOURNALIST: ""The Saudi Crown Prince denies it and I believe him."""", ""TRUMP ON RUSSIA ATTACKING OUR DEMOCRACY: ""Putin denies it and I believe him."", and the final caption is: ""TRUMP ON OUR INTELLIGENCE AGENCIES WHO SAY ALL OF THESE DICTATORS ARE LYING: ""Our intelligence is fake news and shouldn't be trusted!"""". 
Now, answer the following question concisely: ""This task emphasizes detecting which entities are glorified, vilified or victimized, within a meme. Assuming the frame of reference as the meme author's perspective, the objective is to classify for a given pair of a meme and an entity, whether the entity is being referenced as Hero, Villian, Victim or Other, within that meme. For the given meme, what is the semantic role of the 'american journalist'?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/964_harmful_memes_5.png,harmful_memes,,"There is a picture of Donald Trump beside Hilary Clinton, with both images being highly unflattering; Trump's show his hair in disarray, and Hilary's show her with 3 chins and crazy eyes. The caption reads, ""323 MILLION PEOPLE IN THE US... AND THEY BRING IT DOWN TO THIS""","This task emphasizes detecting which entities are glorified, vilified or victimized, within a meme. Assuming the frame of reference as the meme author's perspective, the objective is to classify for a given pair of a meme and an entity, whether the entity is being referenced as Hero, Villian, Victim or Other, within that meme. For the given meme, what is the semantic role of the 'hilliary clinton'?",Villain,"Consider an image depicted by: ""There is a picture of Donald Trump beside Hilary Clinton, with both images being highly unflattering; Trump's show his hair in disarray, and Hilary's show her with 3 chins and crazy eyes. The caption reads, ""323 MILLION PEOPLE IN THE US... AND THEY BRING IT DOWN TO THIS"""". 
Now, answer the following question concisely: ""This task emphasizes detecting which entities are glorified, vilified or victimized, within a meme. Assuming the frame of reference as the meme author's perspective, the objective is to classify for a given pair of a meme and an entity, whether the entity is being referenced as Hero, Villian, Victim or Other, within that meme. For the given meme, what is the semantic role of the 'hilliary clinton'?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/965_harmful_memes_6.png,harmful_memes,,"This image consists of two separate sections. On the top there is a picture of former US president Donald Trump at a crowded event where there are lots of Black people. The people in the image are focused on Trump, with some of them filming him and looking excited to be around him. The focal point of the image is Trump taking a selfie with an excited Black woman. The caption at the bottom of this image says: ‘This is America without Democrats’.

The bottom half of the image consists of three images of other individuals, who are all people of colour. The man on the far left has the Democrats logo pasted above him, the man in the middle the MSNBC logo and on the far right there is a picture of a smiling Barack Obama with the CNN logo above him. The caption for this part of the image reads, all in capitals: ‘THESE 3 RACE BAITERS, THE DEMOCRAT PARTY AND MAIN STREAM MEDIA HAVE DONE MORE TO HURT RACE RELATIONS IN THE USA THAN ANYTHING.’","This task emphasizes detecting which entities are glorified, vilified or victimized, within a meme. Assuming the frame of reference as the meme author's perspective, the objective is to classify for a given pair of a meme and an entity, whether the entity is being referenced as Hero, Villian, Victim or Other, within that meme. For the given meme, what is the semantic role of the 'donald trump'?",Hero,"Consider an image depicted by: ""This image consists of two separate sections. On the top there is a picture of former US president Donald Trump at a crowded event where there are lots of Black people. The people in the image are focused on Trump, with some of them filming him and looking excited to be around him. The focal point of the image is Trump taking a selfie with an excited Black woman. The caption at the bottom of this image says: ‘This is America without Democrats’.

The bottom half of the image consists of three images of other individuals, who are all people of colour. The man on the far left has the Democrats logo pasted above him, the man in the middle the MSNBC logo and on the far right there is a picture of a smiling Barack Obama with the CNN logo above him. The caption for this part of the image reads, all in capitals: ‘THESE 3 RACE BAITERS, THE DEMOCRAT PARTY AND MAIN STREAM MEDIA HAVE DONE MORE TO HURT RACE RELATIONS IN THE USA THAN ANYTHING.’"". 
Now, answer the following question concisely: ""This task emphasizes detecting which entities are glorified, vilified or victimized, within a meme. Assuming the frame of reference as the meme author's perspective, the objective is to classify for a given pair of a meme and an entity, whether the entity is being referenced as Hero, Villian, Victim or Other, within that meme. For the given meme, what is the semantic role of the 'donald trump'?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/966_harmful_memes_7.png,harmful_memes,,"A Caucasian man and woman wearing red, white, and blue attire hold a handmade sign that states ""Biden Loves Minors."" The B, L, and M on the sign are large and purposefully aligned on the left. The woman's patriotic pants say ""MAKE AMERICAN GREAT AGAIN."" Behind them, other persons wearing red white and blue are shown waving flags. They appear to be in the parking lot of a Walgreens.","This task emphasizes detecting which entities are glorified, vilified or victimized, within a meme. Assuming the frame of reference as the meme author's perspective, the objective is to classify for a given pair of a meme and an entity, whether the entity is being referenced as Hero, Villian, Victim or Other, within that meme. For the given meme, what is the semantic role of the 'joe biden'?",Villain,"Consider an image depicted by: ""A Caucasian man and woman wearing red, white, and blue attire hold a handmade sign that states ""Biden Loves Minors."" The B, L, and M on the sign are large and purposefully aligned on the left. The woman's patriotic pants say ""MAKE AMERICAN GREAT AGAIN."" Behind them, other persons wearing red white and blue are shown waving flags. They appear to be in the parking lot of a Walgreens."". 
Now, answer the following question concisely: ""This task emphasizes detecting which entities are glorified, vilified or victimized, within a meme. Assuming the frame of reference as the meme author's perspective, the objective is to classify for a given pair of a meme and an entity, whether the entity is being referenced as Hero, Villian, Victim or Other, within that meme. For the given meme, what is the semantic role of the 'joe biden'?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/967_harmful_memes_8.png,harmful_memes,,"There is a man wearing a blue button down shirt, looking at himself in the mirror, and giving himself the thumbs up gesture. Above the image is the caption: ""Government: Work from Home"" and below that, the caption: ""Therapists:"".","This task emphasizes detecting which entities are glorified, vilified or victimized, within a meme. Assuming the frame of reference as the meme author's perspective, the objective is to classify for a given pair of a meme and an entity, whether the entity is being referenced as Hero, Villian, Victim or Other, within that meme. For the given meme, what is the semantic role of the 'therapist'?",Victim,"Consider an image depicted by: ""There is a man wearing a blue button down shirt, looking at himself in the mirror, and giving himself the thumbs up gesture. Above the image is the caption: ""Government: Work from Home"" and below that, the caption: ""Therapists:""."". 
Now, answer the following question concisely: ""This task emphasizes detecting which entities are glorified, vilified or victimized, within a meme. Assuming the frame of reference as the meme author's perspective, the objective is to classify for a given pair of a meme and an entity, whether the entity is being referenced as Hero, Villian, Victim or Other, within that meme. For the given meme, what is the semantic role of the 'therapist'?"". 
Answer: "
https://visit-instruction-tuning.s3.amazonaws.com/visit_images/969_harmful_memes_10.png,harmful_memes,,"This image shows a man in an office standing on top of an object to raise him up so he can share a message. He has his arms in the air and appears to be yelling. He is standing in front of a shelving unit. In front of this man, there is another man who is leaning forward and clutching hold of the desk in front of him. He has a pained expression on his face.

The label at the top of the image says ‘Fingers crossed that on April 1st governments be like:’
Next to the man who is clutching the desk there are the words ‘The entire world’.

At the bottom of the image there is another caption that says ‘This has been a test of our emergency preparedness’.","This task emphasizes detecting which entities are glorified, vilified or victimized, within a meme. Assuming the frame of reference as the meme author's perspective, the objective is to classify for a given pair of a meme and an entity, whether the entity is being referenced as Hero, Villian, Victim or Other, within that meme. For the given meme, what is the semantic role of the 'world'?",Victim,"Consider an image depicted by: ""This image shows a man in an office standing on top of an object to raise him up so he can share a message. He has his arms in the air and appears to be yelling. He is standing in front of a shelving unit. In front of this man, there is another man who is leaning forward and clutching hold of the desk in front of him. He has a pained expression on his face.

The label at the top of the image says ‘Fingers crossed that on April 1st governments be like:’
Next to the man who is clutching the desk there are the words ‘The entire world’.

At the bottom of the image there is another caption that says ‘This has been a test of our emergency preparedness’."". 
Now, answer the following question concisely: ""This task emphasizes detecting which entities are glorified, vilified or victimized, within a meme. Assuming the frame of reference as the meme author's perspective, the objective is to classify for a given pair of a meme and an entity, whether the entity is being referenced as Hero, Villian, Victim or Other, within that meme. For the given meme, what is the semantic role of the 'world'?"". 
Answer: "
